No module named MySQLdb
         264835017 function calls (263963921 primitive calls) in 556.924 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1622    3.341    0.002  216.234    0.133 Multpolysolver.py:489(polytomy_preprocessing)
   775882    3.046    0.000    3.046    0.000 {method 'put' of 'numpy.ndarray' objects}
   387941    2.963    0.000    6.863    0.000 ClusteringUtils.py:76(<lambda>)
   387941    2.937    0.000    6.815    0.000 ClusteringUtils.py:96(<lambda>)
   186828    2.895    0.000   58.362    0.000 ClusteringUtils.py:116(condense_node_order)
  7597515    2.850    0.000    3.281    0.000 {getattr}
   373656    2.758    0.000    5.374    0.000 twodim_base.py:221(diag)
  3515199    2.672    0.000    2.672    0.000 {isinstance}
  4257715    2.513    0.000    3.487    0.000 {setattr}
  7572000    2.488    0.000   14.829    0.000 tree.py:622(iter_descendants)
       16    2.411    0.151   33.500    2.094 __init__.py:1(<module>)
 12750294    2.403    0.000    2.403    0.000 {method 'add' of 'set' objects}
        1    2.374    2.374    2.375    2.375 main.py:40(<module>)
     1622    2.308    0.001  139.786    0.086 Multpolysolver.py:22(polySolver)
   998360    2.277    0.000    4.642    0.000 tree.py:299(add_child)
   747333    2.250    0.000    2.250    0.000 {numpy.core.multiarray.empty}
 12615907    2.226    0.000    2.226    0.000 {method 'extend' of 'collections.deque' objects}
  1639904    2.224    0.000   15.668    0.000 _methods.py:23(_sum)
  3803728    2.219    0.000    5.225    0.000 TreeClass.py:32(get_child_at)
  1523194    2.207    0.000   13.584    0.000 _methods.py:35(_all)
  2532496    2.193    0.000    2.193    0.000 {method 'ravel' of 'numpy.ndarray' objects}
   373656    2.067    0.000    2.067    0.000 {numpy.core.multiarray.concatenate}
818677/616938    1.977    0.000   25.837    0.000 TreeClass.py:27(__init__)
   186828    1.926    0.000  155.968    0.001 ClusteringUtils.py:159(NJ_cluster)
   917965    1.923    0.000    3.025    0.000 tree.py:283(add_features)
   153208    1.761    0.000   17.396    0.000 TreeClass.py:422(get_descendant_name)
   942740    1.723    0.000    1.723    0.000 {range}
   155357    1.654    0.000   16.483    0.000 tree.py:633(get_descendants)
421872/528    1.635    0.000   35.984    0.068 TreeClass.py:98(_simple_copy)
  1523194    1.603    0.000   15.186    0.000 {method 'all' of 'numpy.ndarray' objects}
   203363    1.593    0.000    5.838    0.000 newick.py:299(_read_node_data)
  1666054    1.589    0.000    2.437    0.000 tree.py:946(is_leaf)
   373656    1.518    0.000    1.518    0.000 {numpy.core.multiarray.copyto}
   186828    1.362    0.000   55.525    0.000 ClusteringUtils.py:60(del_row_column)
   186828    1.296    0.000    1.296    0.000 index_tricks.py:645(fill_diagonal)
     1622    1.290    0.001    6.657    0.004 newick.py:390(write_newick)
     4592    1.272    0.000    3.113    0.001 tree.py:844(get_common_ancestor)
  1353297    1.247    0.000    1.674    0.000 {map}
   605018    1.205    0.000    1.205    0.000 {method 'index' of 'list' objects}
   186828    1.176    0.000    1.176    0.000 {numpy.lib._compiled_base.unravel_index}
46322/1622    1.168    0.000    3.706    0.002 Multpolysolver.py:179(findPathFromTable)
  2962012    1.142    0.000    1.142    0.000 TreeClass.py:336(has_feature)
 12822827    1.121    0.000    1.121    0.000 {method 'popleft' of 'collections.deque' objects}
  4359168    1.030    0.000    1.030    0.000 {hasattr}
  2312616    1.001    0.000    1.001    0.000 {method 'pop' of 'list' objects}
  1058599    0.996    0.000    0.996    0.000 tree.py:156(_set_up)
   304936    0.905    0.000    1.385    0.000 tree.py:679(iter_prepostorder)
     3772    0.903    0.000    7.285    0.002 TreeClass.py:452(iter_polytomies)
  5125555    0.888    0.000    0.888    0.000 {method 'iteritems' of 'dict' objects}
   202750    0.871    0.000    1.516    0.000 newick.py:108(format_node)
   408752    0.808    0.000    0.810    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
    46730    0.769    0.000    1.109    0.000 Multpolysolver.py:431(findSpeciationBestJoint)
   636779    0.765    0.000    0.765    0.000 {method 'extend' of 'list' objects}
        1    0.744    0.744    0.820    0.820 _phyloxml.py:40(<module>)
   612272    0.743    0.000    1.114    0.000 re.py:226(_compile)
   373656    0.716    0.000    0.716    0.000 {method 'sort' of 'numpy.ndarray' objects}
   373656    0.691    0.000    0.691    0.000 {method 'flatten' of 'numpy.ndarray' objects}
   373656    0.675    0.000    3.243    0.000 numeric.py:136(ones)
   386829    0.674    0.000    0.674    0.000 {numpy.core.multiarray.where}
   759669    0.667    0.000    0.904    0.000 TreeClass.py:307(is_polytomy)
   202750    0.662    0.000    1.511    0.000 newick.py:417(_get_features_string)
   203738    0.659    0.000    0.659    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
     1624    0.658    0.000    7.738    0.005 newick.py:228(_read_newick_from_string)
  1149538    0.649    0.000    0.649    0.000 {method 'tolist' of 'numpy.ndarray' objects}
   625230    0.564    0.000    0.564    0.000 tree.py:140(_set_dist)
   186828    0.517    0.000    0.517    0.000 {method 'argmin' of 'numpy.ndarray' objects}
   186828    0.509    0.000  156.557    0.001 ClusteringUtils.py:225(TreeCluster)
   202750    0.501    0.000    1.158    0.000 newick.py:286(_parse_extra_features)
   186828    0.496    0.000    2.189    0.000 ClusteringUtils.py:12(find_smallest_index)
        7    0.495    0.071    0.495    0.071 {imp.load_module}
   373656    0.481    0.000    2.979    0.000 fromnumeric.py:1716(product)
   373656    0.475    0.000    0.475    0.000 {numpy.core.multiarray.can_cast}
   301238    0.445    0.000    0.567    0.000 TreeClass.py:314(is_binary)
   373656    0.444    0.000    3.642    0.000 fromnumeric.py:51(take)
   764270    0.435    0.000    0.435    0.000 {method 'split' of 'str' objects}
   373656    0.432    0.000    0.718    0.000 numeric.py:1810(isscalar)
        1    0.411    0.411    0.493    0.493 __init__.py:15(<module>)
   522524    0.410    0.000    0.410    0.000 tree.py:148(_set_support)
        1    0.383    0.383    0.609    0.609 _minimize.py:8(<module>)
     1622    0.379    0.000    3.894    0.002 Multpolysolver.py:517(findMaxX)
   818678    0.373    0.000    0.373    0.000 {method 'update' of 'set' objects}
   408746    0.343    0.000    1.776    0.000 re.py:144(sub)
   423327    0.341    0.000    0.341    0.000 {method 'remove' of 'list' objects}
        1    0.332    0.332    4.084    4.084 __init__.py:106(<module>)
        1    0.329    0.329    5.727    5.727 stats.py:166(<module>)
     4592    0.321    0.000    1.272    0.000 tree.py:1983(_translate_nodes)
   747333    0.313    0.000    0.313    0.000 {method 'lower' of 'str' objects}
        1    0.300    0.300    3.950    3.950 distributions.py:5(<module>)
        1    0.289    0.289    1.915    1.915 type_check.py:3(<module>)
   617386    0.288    0.000    0.288    0.000 {method 'get' of 'dict' objects}
        1    0.275    0.275    1.239    1.239 __init__.py:104(<module>)
   209073    0.274    0.000    0.355    0.000 tree.py:739(_iter_descendants_preorder)
        1    0.274    0.274    0.907    0.907 __init__.py:197(<module>)
  2332912    0.269    0.000    0.269    0.000 Multpolysolver.py:329(<lambda>)
  1326681    0.260    0.000    0.260    0.000 tree.py:154(_get_up)
   624622    0.247    0.000    0.247    0.000 tree.py:138(_get_dist)
        4    0.239    0.060    1.085    0.271 __init__.py:40(<module>)
     2149    0.238    0.000    2.028    0.001 TreeClass.py:407(get_descendant_species)
        1    0.236    0.236    0.238    0.238 iterative.py:1(<module>)
        1    0.226    0.226    0.293    0.293 Image.py:27(<module>)
        1    0.224    0.224    0.245    0.245 numeric.py:1(<module>)
    87561    0.220    0.000    0.409    0.000 TreeClass.py:398(get_children_name)
        1    0.194    0.194  540.904  540.904 Multpolysolver.py:552(solvePolytomy)
   203481    0.194    0.000    1.248    0.000 re.py:134(match)
        1    0.190    0.190    5.987    5.987 __init__.py:321(<module>)
  1708136    0.189    0.000    0.189    0.000 tree.py:228(__nonzero__)
        1    0.188    0.188    0.413    0.413 __init__.py:527(<module>)
   202750    0.187    0.000    0.244    0.000 newick.py:395(<lambda>)
   522436    0.184    0.000    0.184    0.000 tree.py:146(_get_support)
   405674    0.183    0.000    0.183    0.000 {method 'replace' of 'str' objects}
        1    0.178    0.178    0.224    0.224 basic.py:5(<module>)
   373656    0.173    0.000    0.173    0.000 {method 'item' of 'numpy.ndarray' objects}
        1    0.169    0.169    3.318    3.318 __init__.py:142(<module>)
        1    0.165    0.165    2.315    2.315 nonlin.py:110(<module>)
        1    0.160    0.160    0.234    0.234 __init__.py:65(<module>)
        1    0.158    0.158    6.852    6.852 tree.py:40(<module>)
        1    0.158    0.158    0.233    0.233 ClusteringUtils.py:232(distMatProcessor)
   218798    0.157    0.000    0.157    0.000 tree.py:643(traverse)
        1    0.156    0.156    0.325    0.325 basic.py:7(<module>)
        1    0.153    0.153    0.153    0.153 linalg.py:10(<module>)
        1    0.149    0.149    0.149    0.149 lapack.py:201(<module>)
   107156    0.144    0.000    0.694    0.000 tree.py:578(iter_leaves)
        1    0.143    0.143    0.428    0.428 __init__.py:2(<module>)
    47529    0.141    0.000   15.880    0.000 tree.py:924(search_nodes)
        1    0.141    0.141    0.167    0.167 __init__.py:119(<module>)
        2    0.140    0.070    0.141    0.071 function_base.py:1(<module>)
        1    0.136    0.136    4.220    4.220 faces.py:40(<module>)
        1    0.135    0.135    0.467    0.467 TreeUtils.py:5(<module>)
    15041    0.134    0.000  191.027    0.013 TreeClass.py:41(copy)
        1    0.129    0.129    0.295    0.295 __init__.py:8(<module>)
        1    0.128    0.128    1.033    1.033 __init__.py:151(<module>)
   871877    0.126    0.000    0.126    0.000 {method 'strip' of 'str' objects}
        1    0.118    0.118    0.304    0.304 polynomial.py:4(<module>)
        1    0.113    0.113    0.208    0.208 _internal.py:6(<module>)
        1    0.106    0.106    6.326    6.326 clustvalidation.py:1(<module>)
        1    0.104    0.104    3.058    3.058 add_newdocs.py:10(<module>)
   849486    0.104    0.000    0.104    0.000 {method 'setdefault' of 'dict' objects}
    90628    0.103    0.000    0.103    0.000 {method 'join' of 'str' objects}
        1    0.103    0.103   15.194   15.194 TreeClass.py:6(<module>)
        1    0.097    0.097    0.157    0.157 __init__.py:19(<module>)
   207495    0.096    0.000    0.096    0.000 {method 'startswith' of 'str' objects}
        1    0.094    0.094    0.094    0.094 slsqp.py:14(<module>)
        2    0.090    0.045    0.090    0.045 __init__.py:10(<module>)
        1    0.090    0.090    0.253    0.253 __init__.py:48(<module>)
        1    0.089    0.089    0.089    0.089 quadpack.py:3(<module>)
   275808    0.088    0.000    0.088    0.000 Multpolysolver.py:509(<lambda>)
        1    0.087    0.087    0.380    0.380 pilutil.py:7(<module>)
        1    0.087    0.087    0.092    0.092 npyio.py:1(<module>)
        1    0.084    0.084    0.467    0.467 special_matrices.py:1(<module>)
   203363    0.083    0.000    0.083    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        1    0.083    0.083    0.083    0.083 cobyla.py:11(<module>)
        1    0.081    0.081    0.082    0.082 seqgroup.py:1(<module>)
   374245    0.081    0.000    0.081    0.000 {abs}
        1    0.080    0.080    0.081    0.081 __init__.py:88(<module>)
        1    0.075    0.075    0.075    0.075 __init__.py:5(<module>)
        1    0.075    0.075    0.300    0.300 linsolve.py:1(<module>)
        1    0.074    0.074    0.074    0.074 linesearch.py:13(<module>)
        2    0.067    0.033    0.453    0.227 __init__.py:38(<module>)
        9    0.066    0.007    0.067    0.007 {__import__}
        1    0.065    0.065    0.257    0.257 index_tricks.py:1(<module>)
        1    0.065    0.065    0.139    0.139 optimize.py:17(<module>)
        1    0.062    0.062  556.942  556.942 Multpolysolver.py:1(<module>)
        1    0.062    0.062    0.066    0.066 case.py:1(<module>)
        1    0.060    0.060    0.060    0.060 arpack.py:7(<module>)
        1    0.059    0.059    0.062    0.062 numerictypes.py:82(<module>)
        3    0.059    0.020    0.124    0.041 __init__.py:3(<module>)
    33401    0.058    0.000    0.107    0.000 tree.py:326(remove_child)
        1    0.056    0.056    0.062    0.062 compat.py:3(<module>)
        1    0.054    0.054    0.054    0.054 blas.py:119(<module>)
        2    0.053    0.027    0.053    0.027 {method 'read' of 'file' objects}
    59748    0.053    0.000    0.053    0.000 {method 'intersection' of 'set' objects}
   160400    0.049    0.000    0.049    0.000 ClusteringUtils.py:277(getIntValue)
        1    0.046    0.046    0.046    0.046 orthogonal.py:79(<module>)
        1    0.045    0.045    0.045    0.045 arraytable.py:1(<module>)
        1    0.042    0.042    0.073    0.073 phylotree.py:1(<module>)
        1    0.040    0.040    0.040    0.040 _ode.py:39(<module>)
        1    0.038    0.038    0.038    0.038 minpack.py:1(<module>)
   206920    0.036    0.000    0.036    0.000 {method 'extendleft' of 'collections.deque' objects}
        1    0.034    0.034    0.150    0.150 __init__.py:7(<module>)
        1    0.034    0.034    0.034    0.034 odepack.py:2(<module>)
        1    0.033    0.033    0.033    0.033 nnls.py:1(<module>)
        1    0.033    0.033    0.033    0.033 fftpack.py:32(<module>)
     2150    0.033    0.000    0.723    0.000 tree.py:593(get_leaves)
        1    0.032    0.032    0.185    0.185 __init__.py:44(<module>)
     1628    0.032    0.000    0.032    0.000 {posix.stat}
        1    0.032    0.032    0.032    0.032 reconciliation.py:1(<module>)
        1    0.029    0.029    0.029    0.029 morestats.py:5(<module>)
        1    0.028    0.028    0.461    0.461 csr.py:1(<module>)
        1    0.026    0.026    0.026    0.026 _validation.py:1(<module>)
     1622    0.024    0.000    0.030    0.000 TreeUtils.py:236(getSpecieCount)
        1    0.022    0.022    0.022    0.022 mstats.py:78(<module>)
    31603    0.022    0.000    0.022    0.000 {method 'keys' of 'dict' objects}
        1    0.022    0.022    0.022    0.022 lbfgsb.py:9(<module>)
    13173    0.021    0.000    0.144    0.000 _methods.py:19(_amin)
      196    0.020    0.000    0.056    0.000 doccer.py:12(docformat)
        1    0.020    0.020    0.020    0.020 flinalg.py:5(<module>)
        1    0.020    0.020    0.023    0.023 polynomial.py:55(<module>)
     3248    0.019    0.000    0.019    0.000 {method 'count' of 'str' objects}
    69618    0.019    0.000    0.019    0.000 Multpolysolver.py:334(<lambda>)
        1    0.018    0.018    0.018    0.018 kde.py:20(<module>)
    44286    0.017    0.000    0.017    0.000 {min}
     1624    0.016    0.000    7.801    0.005 newick.py:192(read_newick)
      273    0.016    0.000    0.021    0.000 function_base.py:2945(add_newdoc)
        2    0.016    0.008    0.040    0.020 machar.py:113(_do_init)
        1    0.015    0.015    0.482    0.482 matfuncs.py:5(<module>)
   237/48    0.015    0.000    0.038    0.001 sre_parse.py:379(_parse)
    13173    0.015    0.000    0.159    0.000 {method 'min' of 'numpy.ndarray' objects}
     1622    0.015    0.000    6.671    0.004 tree.py:794(write)
       10    0.014    0.001    0.017    0.002 collections.py:288(namedtuple)
        1    0.014    0.014    0.014    0.014 utils.py:4(<module>)
        1    0.014    0.014    0.014    0.014 tnc.py:33(<module>)
        1    0.013    0.013    0.013    0.013 _trustregion_dogleg.py:1(<module>)
     3771    0.012    0.000    0.944    0.000 function_base.py:786(copy)
      213    0.012    0.000    0.017    0.000 sre_compile.py:207(_optimize_charset)
        1    0.011    0.011    0.225    0.225 __init__.py:173(<module>)
   529/45    0.011    0.000    0.037    0.001 sre_compile.py:32(_compile)
        1    0.011    0.011    0.022    0.022 main.py:1(<module>)
     5684    0.011    0.000    0.011    0.000 {method 'expandtabs' of 'str' objects}
        1    0.010    0.010    0.011    0.011 runner.py:1(<module>)
        1    0.010    0.010    0.010    0.010 fromnumeric.py:3(<module>)
        1    0.010    0.010    0.012    0.012 chebyshev.py:87(<module>)
        1    0.010    0.010    0.014    0.014 _nexml.py:40(<module>)
        1    0.010    0.010    0.020    0.020 arrayprint.py:5(<module>)
     1622    0.010    0.000    0.017    0.000 TreeClass.py:389(get_children_species)
        1    0.010    0.010    0.012    0.012 legendre.py:83(<module>)
        1    0.010    0.010    0.012    0.012 hermite.py:59(<module>)
        1    0.009    0.009    0.012    0.012 hermite_e.py:59(<module>)
        1    0.009    0.009    0.011    0.011 laguerre.py:59(<module>)
     1628    0.009    0.000    0.041    0.000 genericpath.py:15(exists)
        1    0.009    0.009    0.009    0.009 __init__.py:101(<module>)
     1621    0.008    0.000    0.052    0.000 TreeClass.py:539(replace_child)
        1    0.008    0.008    0.008    0.008 zeros.py:1(<module>)
     5692    0.007    0.000    0.007    0.000 {method 'splitlines' of 'str' objects}
      196    0.007    0.000    0.011    0.000 doccer.py:128(indentcount_lines)
        1    0.006    0.006    0.008    0.008 result.py:1(<module>)
     2124    0.006    0.000    0.007    0.000 sre_parse.py:182(__next)
        1    0.006    0.006    6.332    6.332 clustertree.py:1(<module>)
        1    0.006    0.006    2.359    2.359 _root.py:7(<module>)
    10806    0.006    0.000    0.006    0.000 {method 'values' of 'dict' objects}
    16186    0.005    0.000    0.005    0.000 Multpolysolver.py:271(<lambda>)
     1059    0.005    0.000    0.005    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.005    0.005    0.005    0.005 compressed.py:1(<module>)
  775/301    0.005    0.000    0.006    0.000 sre_parse.py:140(getwidth)
       43    0.005    0.000    0.005    0.000 sre_compile.py:258(_mk_bitmap)
        1    0.005    0.005    0.102    0.102 __init__.py:45(<module>)
     2301    0.004    0.000    0.007    0.000 sre_parse.py:130(__getitem__)
        1    0.004    0.004    0.004    0.004 base.py:1(<module>)
        1    0.004    0.004    0.304    0.304 __init__.py:52(<module>)
    12044    0.004    0.000    0.004    0.000 Multpolysolver.py:406(<lambda>)
        1    0.004    0.004    0.006    0.006 pickle.py:25(<module>)
        1    0.003    0.003    0.005    0.005 __init__.py:4(<module>)
      106    0.003    0.000    0.017    0.000 six.py:539(exec_)
     1723    0.002    0.000    0.008    0.000 sre_parse.py:201(get)
     2024    0.002    0.000    0.021    0.000 fromnumeric.py:1762(any)
   162/45    0.002    0.000    0.038    0.001 sre_parse.py:301(_parse_sub)
        1    0.002    0.002    0.002    0.002 socket.py:45(<module>)
       98    0.002    0.000    0.019    0.000 distributions.py:554(_construct_argparser)
      213    0.002    0.000    0.020    0.000 sre_compile.py:178(_compile_charset)
     1835    0.002    0.000    0.002    0.000 {max}
        1    0.002    0.002    0.005    0.005 core.py:21(<module>)
        1    0.002    0.002    0.012    0.012 webapp.py:40(<module>)
      666    0.002    0.000    0.002    0.000 string.py:158(convert)
        1    0.002    0.002    0.003    0.003 six.py:1(<module>)
     2024    0.002    0.000    0.014    0.000 {method 'any' of 'numpy.ndarray' objects}
     2024    0.002    0.000    0.013    0.000 _methods.py:31(_any)
        1    0.002    0.002    0.007    0.007 ctypeslib.py:51(<module>)
        1    0.002    0.002    0.002    0.002 mimetools.py:1(<module>)
        1    0.002    0.002    0.004    0.004 evoltree.py:40(<module>)
     2028    0.002    0.000    0.005    0.000 numeric.py:462(asanyarray)
    11968    0.002    0.000    0.002    0.000 {method 'lstrip' of 'str' objects}
      211    0.002    0.000    0.004    0.000 inspect.py:804(getargspec)
        1    0.002    0.002    0.010    0.010 cgi.py:16(<module>)
        1    0.002    0.002    0.057    0.057 inspect.py:25(<module>)
       85    0.002    0.000    0.070    0.001 distributions.py:1037(__init__)
     1512    0.001    0.000    0.003    0.000 sre_parse.py:195(match)
        1    0.001    0.001    0.056    0.056 misc.py:1(<module>)
        1    0.001    0.001    0.314    0.314 TreeUtils.py:284(polySolverPreprocessing)
        1    0.001    0.001    0.002    0.002 io.py:34(<module>)
      393    0.001    0.000    0.001    0.000 function_base.py:1519(__init__)
      252    0.001    0.000    0.002    0.000 sre_compile.py:354(_simple)
      211    0.001    0.000    0.002    0.000 inspect.py:744(getargs)
     1140    0.001    0.000    0.001    0.000 sre_parse.py:126(__len__)
      730    0.001    0.000    0.001    0.000 sre_parse.py:138(append)
        1    0.001    0.001    0.001    0.001 model.py:40(<module>)
      485    0.001    0.000    0.001    0.000 urlparse.py:332(<genexpr>)
        1    0.001    0.001    0.045    0.045 tokenize.py:23(<module>)
     1861    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
     1915    0.001    0.000    0.001    0.000 {method 'pop' of 'set' objects}
      529    0.001    0.000    0.001    0.000 sre_parse.py:90(__init__)
        1    0.001    0.001    0.002    0.002 _datasource.py:33(<module>)
        1    0.001    0.001    0.001    0.001 functions.py:3(<module>)
        1    0.001    0.001    0.213    0.213 umfpack.py:6(<module>)
       45    0.001    0.000    0.085    0.002 sre_compile.py:493(compile)
       85    0.001    0.000    0.050    0.001 distributions.py:1114(_construct_doc)
        1    0.001    0.001    0.001    0.001 opcode.py:5(<module>)
        1    0.001    0.001    0.001    0.001 defmatrix.py:1(<module>)
        1    0.001    0.001    0.002    0.002 dis.py:1(<module>)
       45    0.001    0.000    0.007    0.000 sre_compile.py:359(_compile_info)
      436    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x91f8e0}
       45    0.001    0.000    0.040    0.001 sre_parse.py:675(parse)
        1    0.001    0.001    0.006    0.006 urlparse.py:29(<module>)
        1    0.001    0.001    0.003    0.003 httplib.py:67(<module>)
      283    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
        1    0.001    0.001    0.001    0.001 hashlib.py:55(<module>)
       44    0.001    0.000    0.001    0.000 nosetester.py:140(__init__)
        3    0.001    0.000    0.001    0.000 numeric.py:346(extend_all)
       15    0.001    0.000    0.001    0.000 {dir}
      159    0.001    0.000    0.001    0.000 sre_parse.py:257(_escape)
        1    0.001    0.001    0.001    0.001 polyutils.py:33(<module>)
        1    0.001    0.001    0.001    0.001 loader.py:1(<module>)
        8    0.001    0.000    0.001    0.000 {compile}
        1    0.000    0.000    0.001    0.001 shutil.py:5(<module>)
      914    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        7    0.000    0.000    0.005    0.001 nonlin.py:1483(_nonlin_wrapper)
        1    0.000    0.000    0.003    0.003 format.py:136(<module>)
      389    0.000    0.000    0.001    0.000 collections.py:329(<genexpr>)
     2248    0.000    0.000    0.000    0.000 {chr}
       51    0.000    0.000    0.001    0.000 posixpath.py:127(dirname)
       31    0.000    0.000    0.001    0.000 _inspect.py:159(formatargspec)
        1    0.000    0.000    0.000    0.000 misc.py:3(<module>)
      100    0.000    0.000    0.001    0.000 sre_parse.py:225(_class_escape)
       11    0.000    0.000    0.002    0.000 abc.py:86(__new__)
        1    0.000    0.000    0.001    0.001 _phyloxml.py:115(GeneratedsSuper)
        1    0.000    0.000    0.001    0.001 collections.py:1(<module>)
      400    0.000    0.000    0.001    0.000 TreeClass.py:259(_extractFeatureName)
        1    0.000    0.000    0.001    0.001 _iotools.py:3(<module>)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
      259    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       45    0.000    0.000    0.000    0.000 {_sre.compile}
        1    0.000    0.000    0.001    0.001 numerictypes.py:304(_add_aliases)
        1    0.000    0.000    0.000    0.000 _nexml_tree.py:40(<module>)
        1    0.000    0.000    0.004    0.004 TreeClass.py:207(set_species)
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _phyloxml_tree.py:40(<module>)
       26    0.000    0.000    0.001    0.000 numerictypes.py:232(bitname)
      270    0.000    0.000    0.000    0.000 {numpy.lib._compiled_base.add_docstring}
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:265(_reset_cache)
        1    0.000    0.000    0.000    0.000 phylomeDB3.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:18(<module>)
        1    0.000    0.000    0.001    0.001 decorator.py:33(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.001    0.001 random.py:40(<module>)
        1    0.000    0.000    0.000    0.000 fasta.py:1(<module>)
       45    0.000    0.000    0.044    0.001 sre_compile.py:478(_code)
       31    0.000    0.000    0.000    0.000 _inspect.py:61(getargs)
      400    0.000    0.000    0.000    0.000 TreeClass.py:568(_capitalize)
        2    0.000    0.000    0.002    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        7    0.000    0.000    0.000    0.000 {imp.find_module}
        1    0.000    0.000    0.000    0.000 socks.py:31(<module>)
        1    0.000    0.000    0.000    0.000 newick.py:1(<module>)
       27    0.000    0.000    0.001    0.000 core.py:822(__init__)
        1    0.000    0.000    0.000    0.000 _phyloxml.py:3053(Id)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:499(Repository)
        1    0.000    0.000    0.001    0.001 gzip.py:4(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:147(_check_size)
        1    0.000    0.000    0.000    0.000 _nexml.py:13547(DNAUncertainStateSet)
        1    0.000    0.000    0.001    0.001 urllib.py:23(<module>)
       90    0.000    0.000    0.000    0.000 sre_compile.py:472(isstring)
      682    0.000    0.000    0.000    0.000 {ord}
      117    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
      485    0.000    0.000    0.000    0.000 urllib.py:1206(<genexpr>)
       23    0.000    0.000    0.002    0.000 core.py:5997(getdoc)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nexml.py:8374(StandardChar)
        3    0.000    0.000    0.000    0.000 __init__.py:78(CFUNCTYPE)
        1    0.000    0.000    0.004    0.004 difflib.py:27(<module>)
       12    0.000    0.000    0.001    0.000 abc.py:148(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 _nexml.py:5849(TreeFloatRootEdge)
      639    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
